freq;unit;vehicle;geo\TIME_PERIOD,1999 ,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 
A;NR;MCO;LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: ,0 ,0 ,0 ,: ,0 
A;NR;MCO;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,2 
A;NR;MCO;NO,: ,: ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,2 ,2 ,4 ,0 ,0 ,0 ,: 
A;NR;MOP;AT,48 ,44 ,37 ,46 ,47 ,44 ,41 ,39 ,24 ,25 ,30 ,18 ,18 ,19 ,15 ,16 ,8 ,8 ,14 ,8 
A;NR;MOP;BE,56 ,66 ,63 ,68 ,45 ,33 ,30 ,36 ,26 ,32 ,25 ,23 ,20 ,15 ,14 ,19 ,20 ,16 ,24 ,18 
A;NR;MOP;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,9 ,5 ,5 ,10 ,4 ,6 ,8 ,11 ,8 ,11 ,7 
A;NR;MOP;CH,: ,: ,22 ,8 ,17 ,9 ,6 ,11 ,7 ,9 ,8 ,4 ,4 ,3 ,8 ,1 ,3 ,6 ,2 ,5 
A;NR;MOP;CY,: ,: ,: ,: ,: ,: ,9 ,5 ,8 ,8 ,4 ,3 ,3 ,3 ,0 ,4 ,2 ,2 ,2 ,2 
A;NR;MOP;CZ,10 ,16 ,9 ,17 ,11 ,5 ,8 ,3 ,3 ,2 ,9 ,7 ,7 ,7 ,6 ,8 ,6 ,1 ,2 ,5 
A;NR;MOP;DE,: ,157 ,138 ,131 ,134 ,122 ,107 ,107 ,100 ,110 ,99 ,74 ,70 ,93 ,73 ,87 ,62 ,68 ,59 ,78 
A;NR;MOP;DK,41 ,47 ,43 ,38 ,43 ,46 ,29 ,24 ,48 ,30 ,15 ,11 ,14 ,14 ,11 ,13 ,19 ,8 ,9 ,10 
A;NR;MOP;EE,: ,: ,: ,: ,: ,: ,2 ,2 ,4 ,6 ,3 ,0 ,: ,1 ,0 ,0 ,0 ,3 ,1 ,0 
A;NR;MOP;EL,108 ,90 ,77 ,55 ,53 ,55 ,58 ,57 ,43 ,41 ,28 ,36 ,34 ,35 ,25 ,20 ,32 ,25 ,32 ,27 
A;NR;MOP;ES,509 ,469 ,455 ,379 ,386 ,355 ,305 ,300 ,231 ,178 ,150 ,94 ,71 ,65 ,54 ,53 ,56 ,54 ,49 ,62 
A;NR;MOP;FI,8 ,9 ,7 ,7 ,12 ,14 ,4 ,13 ,11 ,13 ,11 ,9 ,10 ,7 ,5 ,3 ,2 ,5 ,5 ,3 
A;NR;MOP;FR,487 ,453 ,447 ,384 ,390 ,336 ,356 ,317 ,324 ,291 ,299 ,248 ,220 ,179 ,159 ,165 ,155 ,121 ,117 ,133 
A;NR;MOP;HR,: ,: ,: ,: ,: ,: ,: ,: ,20 ,27 ,15 ,15 ,10 ,16 ,14 ,11 ,14 ,10 ,8 ,4 
A;NR;MOP;HU,: ,: ,: ,: ,36 ,22 ,40 ,42 ,31 ,26 ,23 ,19 ,31 ,25 ,24 ,17 ,27 ,16 ,17 ,13 
A;NR;MOP;IS,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;MOP;IT,611 ,637 ,578 ,452 ,520 ,456 ,385 ,346 ,358 ,292 ,212 ,206 ,165 ,127 ,125 ,112 ,105 ,116 ,92 ,108 
A;NR;MOP;LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,4 ,1 ,3 ,: ,: ,: 
A;NR;MOP;LU,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;MOP;LV,: ,: ,: ,: ,: ,4 ,5 ,6 ,4 ,4 ,1 ,4 ,5 ,3 ,3 ,6 ,6 ,6 ,6 ,4 
A;NR;MOP;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 
A;NR;MOP;NL,107 ,107 ,78 ,98 ,94 ,57 ,56 ,63 ,60 ,51 ,47 ,32 ,36 ,40 ,41 ,32 ,35 ,34 ,36 ,31 
A;NR;MOP;NO,: ,: ,5 ,6 ,7 ,8 ,4 ,3 ,7 ,5 ,2 ,0 ,4 ,4 ,3 ,2 ,1 ,1 ,1 ,: 
A;NR;MOP;PL,: ,75 ,63 ,59 ,54 ,51 ,53 ,57 ,59 ,87 ,68 ,83 ,87 ,82 ,62 ,71 ,65 ,77 ,55 ,: 
A;NR;MOP;PT,250 ,222 ,180 ,142 ,156 ,120 ,104 ,95 ,70 ,69 ,57 ,77 ,71 ,57 ,51 ,43 ,42 ,44 ,43 ,: 
A;NR;MOP;RO,1 ,3 ,4 ,6 ,10 ,1 ,20 ,45 ,81 ,150 ,122 ,114 ,87 ,99 ,39 ,30 ,34 ,33 ,17 ,18 
A;NR;MOP;SE,12 ,10 ,9 ,12 ,9 ,18 ,8 ,15 ,14 ,11 ,11 ,8 ,11 ,8 ,3 ,8 ,5 ,8 ,1 ,7 
A;NR;MOP;SI,: ,22 ,16 ,5 ,4 ,5 ,5 ,12 ,12 ,8 ,3 ,7 ,2 ,3 ,4 ,2 ,1 ,3 ,4 ,2 
A;NR;MOP;UK,17 ,15 ,14 ,21 ,25 ,26 ,23 ,29 ,18 ,21 ,16 ,10 ,10 ,12 ,4 ,6 ,8 ,8 ,3 ,8 
A;NR;MOTO_2WH;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,67 ,48 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_2WH;FI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,21 ,24 ,17 ,20 ,17 ,13 ,24 
A;NR;MOTO_2WH;HR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,38 ,: ,55 
A;NR;MOTO_2WH;IT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,950 ,923 ,847 ,728 ,704 ,773 ,657 ,735 ,687 
A;NR;MOTO_2WH;LV,: ,: ,: ,: ,: ,21 ,9 ,: ,: ,8 ,5 ,7 ,3 ,2 ,4 ,2 ,3 ,4 ,0 ,1 
A;NR;MOTO_2WH;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 
A;NR;MOTO_2WH;PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,35 ,28 ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_2WH;SI,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,15 ,25 ,22 ,25 ,16 
A;NR;MOTO_2WH;UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,4 ,0 ,0 ,17 ,6 ,4 ,11 ,13 
A;NR;MOTO_GT125;BE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,89 ,: ,: ,83 ,63 ,85 ,63 ,57 ,66 
A;NR;MOTO_GT125;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2 ,4 
A;NR;MOTO_GT125;CH,: ,: ,59 ,58 ,73 ,80 ,59 ,47 ,61 ,65 ,58 ,58 ,50 ,61 ,36 ,43 ,51 ,37 ,44 ,42 
A;NR;MOTO_GT125;DE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,523 ,519 ,514 ,570 ,460 ,514 ,537 
A;NR;MOTO_GT125;ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,193 ,228 ,300 ,322 ,302 
A;NR;MOTO_GT125;FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,526 ,531 ,589 ,522 
A;NR;MOTO_GT125;IS,: ,: ,: ,0 ,0 ,1 ,0 ,3 ,3 ,1 ,2 ,1 ,0 ,0 ,1 ,0 ,1 ,2 ,1 ,0 
A;NR;MOTO_GT125;LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2 ,5 ,8 ,8 ,4 ,3 ,6 ,9 
A;NR;MOTO_GT125;LV,: ,: ,: ,: ,: ,: ,2 ,: ,: ,6 ,2 ,9 ,2 ,5 ,4 ,5 ,4 ,6 ,1 ,2 
A;NR;MOTO_GT125;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2 ,8 ,2 ,4 
A;NR;MOTO_GT125;NO,: ,: ,25 ,30 ,26 ,29 ,25 ,32 ,28 ,28 ,19 ,24 ,12 ,15 ,19 ,16 ,20 ,19 ,18 ,: 
A;NR;MOTO_GT125;PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,91 ,88 ,: ,57 ,68 ,61 ,47 ,85 ,: 
A;NR;MOTO_GT125;SE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,43 ,31 ,34 ,27 ,24 ,30 ,41 ,29 ,35 ,45 
A;NR;MOTO_GT125;UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,352 ,304 ,275 ,284 ,269 ,280 ,265 ,293 ,292 
A;NR;MOTO_LE125;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,42 ,35 ,48 ,49 ,47 ,50 ,: ,0 ,0 
A;NR;MOTO_LE125;CH,: ,: ,35 ,30 ,27 ,34 ,27 ,22 ,21 ,18 ,20 ,10 ,18 ,13 ,19 ,10 ,15 ,6 ,7 ,0 
A;NR;MOTO_LE125;DE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,63 ,49 ,73 ,69 ,76 ,69 ,82 
A;NR;MOTO_LE125;ES,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,5 ,3 ,43 ,37 ,57 
A;NR;MOTO_LE125;FR,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,88 ,82 ,80 ,105 
A;NR;MOTO_LE125;IS,: ,: ,: ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
A;NR;MOTO_LE125;LU,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 
A;NR;MOTO_LE125;LV,: ,: ,: ,: ,: ,: ,0 ,: ,: ,0 ,3 ,1 ,1 ,0 ,2 ,3 ,0 ,2 ,0 ,0 
A;NR;MOTO_LE125;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,1 ,0 ,3 
A;NR;MOTO_LE125;NO,: ,: ,3 ,7 ,4 ,4 ,6 ,2 ,5 ,4 ,8 ,2 ,1 ,2 ,2 ,4 ,0 ,3 ,2 ,: 
A;NR;MOTO_LE125;PT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,18 ,23 ,12 ,12 ,21 ,: 
A;NR;MOTO_LE125;SE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,4 ,6 ,12 ,4 ,16 ,1 ,3 ,7 ,4 ,2 
A;NR;MOTO_LE125;UK,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,51 ,51 ,45 ,53 ,61 ,75 ,47 ,51 ,48 
A;NR;MOTO_NSP;AT,103 ,112 ,107 ,89 ,109 ,98 ,98 ,95 ,96 ,91 ,87 ,68 ,67 ,68 ,87 ,76 ,83 ,85 ,83 ,102 
A;NR;MOTO_NSP;BE,142 ,118 ,147 ,158 ,124 ,120 ,123 ,130 ,139 ,108 ,137 ,14 ,127 ,87 ,23 ,22 ,20 ,16 ,20 ,21 
A;NR;MOTO_NSP;CY,: ,: ,: ,: ,: ,: ,14 ,20 ,16 ,16 ,19 ,18 ,13 ,11 ,15 ,9 ,13 ,10 ,14 ,14 
A;NR;MOTO_NSP;CZ,108 ,100 ,86 ,117 ,101 ,97 ,116 ,113 ,136 ,121 ,85 ,92 ,77 ,86 ,66 ,88 ,91 ,62 ,69 ,94 
A;NR;MOTO_NSP;DE,: ,945 ,964 ,913 ,946 ,858 ,875 ,793 ,807 ,656 ,650 ,635 ,708 ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;DK,26 ,24 ,12 ,24 ,25 ,23 ,16 ,21 ,36 ,40 ,27 ,22 ,23 ,10 ,15 ,18 ,19 ,26 ,11 ,21 
A;NR;MOTO_NSP;EE,: ,: ,: ,: ,: ,: ,5 ,5 ,10 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,6 
A;NR;MOTO_NSP;EL,453 ,406 ,426 ,341 ,310 ,379 ,399 ,440 ,420 ,394 ,405 ,367 ,305 ,282 ,271 ,278 ,237 ,240 ,216 ,190 
A;NR;MOTO_NSP;ES,388 ,388 ,365 ,397 ,365 ,394 ,467 ,483 ,633 ,480 ,432 ,380 ,345 ,301 ,300 ,88 ,98 ,: ,: ,: 
A;NR;MOTO_NSP;FI,13 ,10 ,16 ,22 ,23 ,22 ,32 ,26 ,32 ,36 ,27 ,18 ,29 ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;FR,980 ,960 ,1086 ,1057 ,879 ,861 ,892 ,789 ,853 ,817 ,908 ,734 ,786 ,692 ,658 ,649 ,: ,: ,: ,: 
A;NR;MOTO_NSP;HR,: ,: ,: ,: ,: ,: ,: ,: ,96 ,100 ,81 ,51 ,76 ,62 ,49 ,44 ,58 ,: ,42 ,: 
A;NR;MOTO_NSP;HU,: ,: ,: ,: ,66 ,72 ,100 ,89 ,112 ,91 ,73 ,49 ,52 ,39 ,58 ,58 ,50 ,48 ,43 ,49 
A;NR;MOTO_NSP;IE,43 ,40 ,50 ,44 ,55 ,49 ,56 ,29 ,33 ,29 ,25 ,17 ,18 ,19 ,26 ,24 ,22 ,22 ,: ,: 
A;NR;MOTO_NSP;IT,569 ,770 ,848 ,907 ,1035 ,1139 ,1120 ,1127 ,1182 ,1085 ,1037 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,15 ,13 ,13 ,: ,: ,: 
A;NR;MOTO_NSP;LU,5 ,8 ,6 ,0 ,13 ,10 ,6 ,8 ,5 ,9 ,7 ,1 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;LV,: ,: ,: ,: ,: ,: ,: ,10 ,10 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;MT,: ,: ,: ,: ,: ,: ,3 ,2 ,4 ,3 ,2 ,3 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;NL,75 ,89 ,76 ,93 ,95 ,84 ,77 ,57 ,64 ,67 ,68 ,60 ,50 ,53 ,29 ,51 ,43 ,44 ,53 ,42 
A;NR;MOTO_NSP;PL,: ,178 ,169 ,167 ,145 ,181 ,157 ,164 ,215 ,262 ,290 ,259 ,292 ,261 ,253 ,237 ,208 ,244 ,231 ,: 
A;NR;MOTO_NSP;PT,250 ,206 ,226 ,222 ,210 ,180 ,184 ,136 ,141 ,115 ,115 ,: ,: ,104 ,3 ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;RO,12 ,15 ,9 ,13 ,8 ,19 ,23 ,35 ,73 ,90 ,74 ,59 ,69 ,62 ,52 ,45 ,55 ,46 ,52 ,55 
A;NR;MOTO_NSP;SE,36 ,39 ,38 ,37 ,47 ,56 ,46 ,55 ,60 ,51 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;SI,: ,19 ,36 ,18 ,25 ,27 ,33 ,42 ,41 ,40 ,28 ,17 ,25 ,18 ,17 ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;SK,: ,: ,33 ,37 ,35 ,34 ,45 ,37 ,54 ,39 ,34 ,27 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MOTO_NSP;UK,539 ,597 ,580 ,607 ,690 ,581 ,561 ,583 ,596 ,488 ,472 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MTZ_OTH;AT,2 ,3 ,1 ,5 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,4 ,0 ,1 ,1 ,0 ,0 ,0 
A;NR;MTZ_OTH;BE,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 
A;NR;MTZ_OTH;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,7 ,8 ,11 ,10 ,12 ,18 ,5 ,11 ,10 
A;NR;MTZ_OTH;CH,: ,: ,1 ,1 ,1 ,1 ,2 ,0 ,4 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,7 
A;NR;MTZ_OTH;CY,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 
A;NR;MTZ_OTH;CZ,2 ,1 ,0 ,1 ,2 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,2 ,1 ,1 ,3 ,4 ,1 ,1 ,1 
A;NR;MTZ_OTH;DE,: ,19 ,27 ,27 ,31 ,21 ,17 ,20 ,17 ,17 ,18 ,19 ,18 ,18 ,11 ,9 ,18 ,13 ,15 ,20 
A;NR;MTZ_OTH;DK,1 ,2 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,2 ,1 
A;NR;MTZ_OTH;EE,: ,: ,: ,: ,: ,: ,2 ,0 ,2 ,1 ,0 ,: ,: ,: ,: ,: ,: ,0 ,0 ,2 
A;NR;MTZ_OTH;EL,3 ,0 ,1 ,1 ,1 ,1 ,1 ,2 ,0 ,3 ,1 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;MTZ_OTH;ES,3 ,5 ,2 ,13 ,5 ,1 ,3 ,1 ,0 ,1 ,4 ,1 ,2 ,2 ,1 ,9 ,6 ,11 ,5 ,13 
A;NR;MTZ_OTH;FI,6 ,5 ,5 ,3 ,1 ,1 ,2 ,2 ,5 ,2 ,5 ,5 ,3 ,8 ,3 ,8 ,4 ,5 ,10 ,4 
A;NR;MTZ_OTH;FR,: ,: ,: ,: ,: ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,39 ,40 ,39 ,39 
A;NR;MTZ_OTH;HR,: ,: ,: ,: ,: ,: ,: ,: ,6 ,4 ,4 ,4 ,0 ,0 ,0 ,2 ,0 ,1 ,1 ,0 
A;NR;MTZ_OTH;HU,: ,: ,: ,: ,2 ,1 ,0 ,0 ,2 ,0 ,0 ,8 ,2 ,5 ,4 ,3 ,0 ,6 ,1 ,4 
A;NR;MTZ_OTH;IS,: ,: ,: ,: ,: ,0 ,1 ,0 ,0 ,: ,: ,0 ,: ,: ,: ,: ,0 ,0 ,: ,: 
A;NR;MTZ_OTH;IT,62 ,40 ,48 ,32 ,35 ,40 ,28 ,35 ,25 ,22 ,27 ,8 ,12 ,12 ,18 ,14 ,8 ,9 ,17 ,15 
A;NR;MTZ_OTH;LT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,1 ,1 ,: ,: ,: 
A;NR;MTZ_OTH;LU,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;MTZ_OTH;LV,: ,: ,: ,: ,: ,0 ,: ,0 ,0 ,1 ,3 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,2 
A;NR;MTZ_OTH;MT,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 
A;NR;MTZ_OTH;NL,0 ,1 ,0 ,1 ,0 ,10 ,5 ,3 ,1 ,2 ,3 ,4 ,2 ,4 ,4 ,5 ,2 ,1 ,2 ,1 
A;NR;MTZ_OTH;NO,: ,: ,2 ,2 ,4 ,6 ,2 ,1 ,4 ,6 ,4 ,4 ,3 ,3 ,2 ,4 ,1 ,9 ,2 ,: 
A;NR;MTZ_OTH;PL,: ,5 ,11 ,4 ,4 ,3 ,4 ,6 ,2 ,1 ,0 ,0 ,2 ,1 ,1 ,5 ,4 ,12 ,0 ,: 
A;NR;MTZ_OTH;PT,9 ,5 ,4 ,0 ,4 ,4 ,7 ,3 ,6 ,3 ,2 ,10 ,4 ,16 ,8 ,17 ,11 ,11 ,9 ,: 
A;NR;MTZ_OTH;RO,29 ,34 ,26 ,35 ,17 ,14 ,35 ,18 ,21 ,10 ,18 ,8 ,20 ,15 ,7 ,11 ,13 ,8 ,9 ,13 
A;NR;MTZ_OTH;SE,3 ,1 ,6 ,2 ,3 ,5 ,6 ,4 ,5 ,9 ,6 ,4 ,7 ,1 ,3 ,4 ,0 ,2 ,3 ,6 
A;NR;MTZ_OTH;SI,: ,1 ,0 ,1 ,26 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;MTZ_OTH;SK,: ,: ,3 ,3 ,2 ,1 ,1 ,2 ,3 ,0 ,1 ,0 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;MTZ_OTH;UK,14 ,8 ,13 ,15 ,13 ,17 ,13 ,18 ,21 ,27 ,16 ,0 ,1 ,3 ,5 ,9 ,8 ,15 ,6 ,13 
A;NR;NMTZ_OTH;AT,1 ,1 ,0 ,1 ,3 ,0 ,0 ,1 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
A;NR;NMTZ_OTH;BE,1 ,1 ,2 ,1 ,1 ,1 ,1 ,0 ,2 ,0 ,1 ,1 ,2 ,2 ,1 ,1 ,1 ,0 ,0 ,2 
A;NR;NMTZ_OTH;BG,: ,: ,: ,: ,: ,: ,: ,: ,: ,10 ,7 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 
A;NR;NMTZ_OTH;CH,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,5 
A;NR;NMTZ_OTH;CZ,3 ,0 ,1 ,1 ,2 ,1 ,1 ,0 ,2 ,2 ,0 ,1 ,1 ,1 ,0 ,1 ,5 ,0 ,2 ,1 
A;NR;NMTZ_OTH;DE,: ,5 ,6 ,4 ,6 ,3 ,11 ,2 ,4 ,1 ,3 ,6 ,3 ,1 ,4 ,4 ,6 ,4 ,3 ,6 
A;NR;NMTZ_OTH;DK,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;NMTZ_OTH;EE,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,9 ,13 ,8 ,9 ,2 ,4 ,: ,0 ,0 
A;NR;NMTZ_OTH;EL,0 ,0 ,0 ,1 ,1 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
A;NR;NMTZ_OTH;ES,4 ,2 ,1 ,1 ,3 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,3 ,3 ,2 ,11 ,5 
A;NR;NMTZ_OTH;FI,1 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,: ,0 ,1 ,0 ,0 
A;NR;NMTZ_OTH;FR,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,: ,: ,: ,: 
A;NR;NMTZ_OTH;HR,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 
A;NR;NMTZ_OTH;HU,: ,: ,: ,: ,3 ,6 ,7 ,6 ,6 ,6 ,8 ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;NR;NMTZ_OTH;IS,: ,: ,: ,0 ,0 ,: ,0 ,: ,: ,: ,0 ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: 
